time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
1.071,-0.44008548845049944,0.2825372810987634,0.004099288271749657,-0.04277369535232722,0.26594574887670497,6.335255865783108
1.079,-0.4297988769242842,0.27666862520444724,0.007087644650266789,-0.02781662586740996,0.2624763229873519,6.330123591008186
1.087,-0.41871584865118816,0.2705923566957935,0.010885228621128284,-0.01653245114681745,0.26047027058368943,6.327382098855313
1.095,-0.4071719361950521,0.2645230559929672,0.014959605490091121,-0.01090263295532612,0.2585625909349947,6.3294211746653195
1.103,-0.39576523603675984,0.258536223885125,0.019029790619973674,-0.0052213236236351435,0.25745785347407946,6.326266499614186
1.111,-0.3850198448841171,0.2529979975589747,0.022998658586083742,-0.0024464920199465112,0.2577830986670602,6.326153114498815
1.119,-0.37515310808526525,0.24794032540222055,0.02681232599890393,-0.0005579320022954803,0.2560705195164257,6.322224440447138
1.127,-0.36583734641908006,0.24305533848315974,0.030543221179733848,0.004467560871503018,0.2525057759357976,6.313557562357807
1.135,-0.35615850697492846,0.23803576618600353,0.03431232693526276,0.009090844936842757,0.25308631711175433,6.254009583299438
1.143,-0.3462341131321489,0.2329958317774583,0.03800686436051137,0.010361650414968615,0.2509949424085578,6.314178718747084
1.151,-0.3364648456006236,0.22794751402662783,0.041664300278285715,0.014694847346595097,0.24860089381465666,6.312820738411441
1.159,-0.3264640676562829,0.2228196988543285,0.045339443776977184,0.018756403677023137,0.2484059467180444,6.3115098090982285
1.167,-0.31647392034987387,0.2177501682669547,0.04895768698319358,0.021109906210621254,0.2459306716747367,6.255063116346788
1.175,-0.30662198806648,0.2127164778298738,0.052555581392913275,0.02520422226195329,0.24488923333909796,6.2544915510647465
1.183,-0.2968103632920407,0.20768741377254862,0.05616801669290439,0.030469740790400657,0.2423007551998504,6.238634946811962
1.191,-0.2869557824498239,0.20265129909790858,0.059866262942006365,0.03781557276849057,0.2394278827880134,6.199318735660965
1.199,-0.27696290566362514,0.197650382470691,0.06368997112714148,0.04572132238966642,0.23656652619760887,6.148658624756425
1.207,-0.04533488387812756,-1.5496084688431724,0.02715315026778864,-1.4952614558311237,0.038231428047940774,6.172035956243329
1.215,-0.10785927500793147,-1.5218914647520299,0.05417027150071707,-1.402928139036312,0.08563666955698768,6.088331736107399
1.223,-0.16677552783069327,-1.4955772650165606,0.07774950297189065,-1.3181581520364758,0.137241457154202,6.0249057438248865
1.231,-0.20547588126039873,-1.4741414233562136,0.09816247540688927,-1.2777809329603262,0.1974988156442663,5.978351058610636
1.2389999999999999,-0.22225440808894614,-1.4580600630290608,0.1174780766534349,-1.250890348824567,0.2334856850141911,5.914556461849761
1.2469999999999999,-0.2204202502670496,-1.4468128294695237,0.1348018144890215,-1.2217432136581237,0.22275185914452234,5.858428694596263
1.255,-0.20996238412313062,-1.4362604822502814,0.15077897368465187,-1.1896253567305348,0.2215567740694384,5.80538576395956
1.263,-0.1979263421749673,-1.4235710648896394,0.16538275136413905,-1.1580236399638717,0.21882653506883099,5.755030902993386
1.271,-0.18728021283347118,-1.4074646247867104,0.17878909204213134,-1.1291111352396341,0.21633191745003266,5.705233698237771
1.279,-0.17866327638451196,-1.3878513056903081,0.19104933929954981,-1.097444353266106,0.21452753053668694,5.651240840296213
1.287,-0.170367856846541,-1.3652307615447263,0.20238191640664027,-1.0658229229029161,0.21166947378474177,5.5958456257768425
1.295,-0.1587639197766526,-1.3415562138280643,0.21282317686272378,-1.0325041909619315,0.20918673782887875,5.5384791084503
1.303,-0.14438170273093132,-1.3175266688583616,0.22283799912232993,-0.9938381458755461,0.20647448279637803,5.484369265082938
1.311,-0.1324894192345285,-1.290800882182598,0.23196379891542662,-0.9602671321798524,0.2027934808201204,5.440858267917999
1.319,-0.11972662389233601,-1.2638286517641637,0.2393178864625609,-0.9213355445227429,0.20037203736909248,5.3911075828963
1.327,-0.10677169521622254,-1.2364673823776657,0.2467009058672387,-0.8840738590865089,0.19737065521153419,5.342363309401506
1.335,-0.09718882492284031,-1.2074718995485831,0.25380071043726904,-0.8461983718791184,0.19448500555980885,5.294661882526393
1.343,-0.08979531989947542,-1.177200053500659,0.26067671470917375,-0.8094289911357246,0.1915527389732521,5.248883625009231
1.351,-0.08308713028524473,-1.1461178798101272,0.2673711837828767,-0.7758675148831506,0.18863266526578926,5.206094741239113
1.359,-0.07638312810153014,-1.1144266321136564,0.2738975329792357,-0.7466460224476212,0.185714150445504,5.166949128385408
1.367,-0.07042637807018792,-1.0820584006281049,0.2802572539682382,-0.7131903764711303,0.18367829684442327,5.123692847303051
1.375,-0.06347465890994108,-1.0495457868703646,0.28649159396865187,-0.6781858320489307,0.17971973324613977,5.077768559401477
1.383,-0.05600238277756997,-1.0164561627019504,0.29267278621937987,-0.6493604116932743,0.17700170487911215,5.036813561573295
1.391,-0.04971743031302278,-0.9824637165666665,0.2987454091943702,-0.6136238978197244,0.17445313214360159,4.989325016566209
1.399,-0.042411892029592835,-0.9480692660935777,0.3047650793814398,-0.5817721474905277,0.1710724487894657,4.944241832160888
1.407,-0.03618429865633477,-0.9125765089001643,0.31060217629961073,-0.5500404720287331,0.1688624218574848,4.899264438928936
1.415,-0.03056628551180296,-0.8761662174035543,0.31620793652668944,-0.5157608238437557,0.16423664118965675,4.851498128958495
1.423,-0.025089735485091857,-0.8388333066804945,0.3217011508225118,-0.48549613406336034,0.1620255634531187,4.806920635272977
1.431,-0.019611307219694396,-0.800735766389395,0.327098418437906,-0.45288524251808626,0.15743172065910827,4.759285669032616
1.439,-0.014269771652655194,-0.7617336292679102,0.3324548408020567,-0.4201623671287691,0.15494056232271092,4.7107774982244415
1.447,-0.00842147973542584,-0.7219697763629558,0.33779650385631577,-0.390697627182758,0.15131992095663893,4.664229769186852
1.455,-0.002804592945218509,-0.6812278645162948,0.3430951749886457,-0.3590837450725801,0.14730848949422448,4.614847610713154
1.463,0.002647917330483196,-0.6394908867212825,0.3483764841643149,-0.3261509242455545,0.1442171008923694,4.563338252269496
1.471,0.008212899198898782,-0.596776246545689,0.35364865446153537,-0.29486417999563885,0.1412564807143344,4.512388289372742
1.479,0.013787556335189244,-0.5530346088811955,0.3589092155991569,-0.2642442453319833,0.13799459832665306,4.461086627722496
1.487,0.019330267221280728,-0.5082343962985867,0.36415717401711856,-0.23340626759723593,0.1345600128216322,4.409962221684738
1.495,0.024934768548448005,-0.46236929140284033,0.36939985116302587,-0.2033881892632965,0.1311664781127142,4.362286359633256
1.5030000000000001,0.030436886174146416,-0.41536786059677056,0.374623499984871,-0.17329785508180295,0.12746799577609025,4.317379283120749
1.5110000000000001,0.03509347905634019,-0.3669334561172857,0.3797025694406315,-0.14337121080685256,0.12335132757373657,4.276827275481756
1.5190000000000001,0.03920998912712381,-0.31717983841137265,0.38464253584723274,-0.11297469106535507,0.11999757486069473,4.2370284120324
1.5270000000000001,0.04333150822002185,-0.26624638353216845,0.38949261071095,-0.0819905025588068,0.11629543597124137,4.196355424496826
1.5350000000000001,0.04775755677569471,-0.21423652667958404,0.3942988165205312,-0.05343897533266384,0.11210600254578917,4.157013384193181
1.5430000000000001,0.05201055314981318,-0.1609898972689674,0.39907156677001776,-0.022867995229488347,0.10864187738555042,4.1158865440386965
1.5510000000000002,0.05647001702853238,-0.10658867010580408,0.4038457224067207,0.004819645094730429,0.10446182146713046,4.076476153514749
1.5590000000000002,0.06070308450061557,-0.050910513725693995,0.4086170322522378,0.03405020716389595,0.101063629434333,4.034514509048751
1.567,0.06497941731576962,0.0059671661493947425,0.4133998158219452,0.06342554614583973,0.09727968352050897,3.9931217954331935
1.575,0.0063096022968434085,0.06784736030324634,0.4164192419083914,0.12268154054938174,0.08825902063304536,3.948749010923354
1.583,-0.08980484898413543,0.11386199748009052,0.41676636918318,0.162956706876336,0.08760130463624094,3.9424645853931324
1.591,-0.13019237215100077,0.1330015575913368,0.4170532532153235,0.17117964399601648,0.08632288176812697,3.9368743692879855
1.599,-0.13696235230463305,0.13611578166554317,0.41730431345188723,0.1680397377355276,0.07951769781071683,3.923176568168703
1.607,-0.11611023868117876,0.12605131785912072,0.4175725500200107,0.15718055677771536,0.0746894817721735,3.897653500620672
1.615,-0.09193818070644699,0.11440459045618923,0.4181658727990243,0.14472690270252064,0.06959979548233175,3.8672270082084212
1.623,-0.06915038900740988,0.1034140886902506,0.4189239253244592,0.13269744530547056,0.06619451320227476,3.8498335768138405
1.631,-0.04423891451516937,0.0915857276564882,0.41961360875000864,0.12120035364677184,0.060965933460330746,3.7939228219914805
1.639,-0.022272299606444612,0.08088831423673604,0.420119348858643,0.11249732897250864,0.057837305811013096,3.7634477996322717
1.647,0.00016582910671925077,0.07017085786800514,0.42056823529413023,0.10345552718249484,0.0588656534865315,3.662384461100822
1.655,0.02407023404112074,0.058738135920892276,0.4208108565555122,0.09364109439829837,0.053465387475307935,3.589390592350118
1.663,0.04605458378496241,0.04825218093159833,0.4211468989529852,0.08570879617085714,0.04863615100798313,3.53998337972848
1.671,0.06581539509845324,0.03889248567207382,0.4215821280437613,0.08142595022529475,0.04432677946928365,3.4971350321546817
1.679,0.07794083166586407,0.03344069677095263,0.4228810983792437,0.09124849128963719,0.04030353032057654,3.4575564826590357
1.687,0.0834275469794763,0.03107683504101111,0.42405777950942536,0.09883849819146517,0.037270221042911444,3.4277880561708054
1.6949999999999998,0.0858488301020861,0.029969047997548515,0.4244400803867281,0.09969278277414029,0.03339449126024974,3.3875688027243216
1.7029999999999998,0.08808521754598164,0.028933577709274516,0.42475302284794747,0.10014887547123719,0.029001149103120127,3.3480000075004694
1.7109999999999999,0.0902517310716453,0.02792668931428821,0.4250902191004071,0.10040592377646673,0.024708227526218707,3.3115873954401467
1.7189999999999999,0.09250741614613212,0.02687175985643364,0.42543188847857305,0.1004055443994587,0.020345252719685902,3.2766614364410698
1.7269999999999999,0.09493685242564975,0.025728800663189944,0.4257761481703479,0.10012320556575416,0.01596962946228686,3.2422805070617846
1.7349999999999999,0.09746503802202877,0.024534704826532305,0.42612240144787705,0.09963799734500389,0.011577980338763894,3.2081286832613563
1.7429999999999999,0.10000554954538288,0.02333165590953712,0.42647042893503784,0.09902674977357817,0.007182438823324588,3.174101991932056
1.751,0.102515475160601,0.022140677845406742,0.42681990941767367,0.09833188936971338,0.002810815890006424,3.1401765708465232
1.759,0.10499015996397087,0.02096443675845272,0.4271708724372907,0.09756433203509962,-0.0018122652965342212,3.106343321004247
1.767,0.10744038737831474,0.019797610442982005,0.42752572104380526,0.09672012333339852,-0.006030352241525705,3.0726014950187386
1.775,0.10987720491928865,0.018635574819080958,0.4278776670597031,0.09582751572059722,-0.010504760810464475,3.0389153190767315
1.783,0.11230771886009983,0.017474811225833164,0.42823234138581334,0.09486333690962434,-0.014912086072213171,3.005305118335383
1.791,0.11473205067151149,0.0163155429273516,0.42858767178265467,0.09384470199849337,-0.019345126116830258,2.9717531893101006
1.799,0.11714990158830307,0.015158092408681156,0.42894389527872967,0.0927768381957148,-0.023776239507444785,2.938254319087492
1.807,0.11927195671706947,0.014141242344665628,0.42930097690393776,0.09182542989700826,-0.02833767771127249,2.9056708513211467
1.815,0.12079991729223671,0.013406912218174583,0.4296600995217732,0.0911237163525187,-0.03292518635165642,2.874213568191661
1.823,0.12215738000450305,0.012750278391166603,0.4300220121440175,0.09036568076356177,-0.03750162547652636,2.843066138178087
1.831,0.12357006720075425,0.012062827191636316,0.4303860153945962,0.0894132144737747,-0.04209852275360504,2.8122300781551592
1.839,0.12507293255652918,0.011328351869403619,0.43075199192701685,0.08826551090810453,-0.04670822724879997,2.781562182296553
1.847,0.12662004172725805,0.010569625709095476,0.4311197105665725,0.08697535969157189,-0.05132785772885562,2.7510154999342715
1.855,0.12816452714843418,0.009809721181088804,0.4314889752423099,0.0855904613054661,-0.05595352756050431,2.7205661242914507
1.863,0.12968534911547724,0.00905912221452887,0.4318596129582204,0.08413621853528985,-0.06058363167222325,2.690199189750799
1.871,0.13120654564675238,0.008305519809828965,0.4322647305050973,0.08258116180547637,-0.06521306280733263,2.659934517362509
1.879,0.13274046883080803,0.0075458496005449405,0.43264349495607046,0.08098226589929913,-0.06972652507846355,2.6297050884433277
1.887,0.13420963991124069,0.0068155886451446435,0.4330002156342374,0.0793398279685209,-0.0741700669519254,2.5995541891626184
1.895,0.13562320560478103,0.0061102659702712,0.4333740192381077,0.07767019987732171,-0.078773173917849,2.569459053099753
1.903,0.1369961907751538,0.005423225159139733,0.43374774532119176,0.07597436842516414,-0.08343565664121755,2.5394117719900473
1.911,0.13783892317916102,0.00498925039920195,0.43412293725006723,0.07452759817056664,-0.08816660450358249,2.509934511167571
1.919,0.13835242014092586,0.0047102996308510114,0.4344997750298569,0.07314566705640013,-0.09285200731074816,2.481501115968702
1.927,0.13884187522113578,0.004439341831536936,0.43487884494790485,0.07161900290315737,-0.097563663023573,2.453477775012277
1.935,0.13940875476467607,0.0041280184358711836,0.4352594435737318,0.0698962603196791,-0.10229430044536691,2.4256238191819284
1.943,0.14003227751875968,0.003786707736663786,0.435643752579324,0.06801286378537741,-0.10705354124341682,2.3978934389786586
1.951,0.1406475690762896,0.003442278606531346,0.4360356270923704,0.06600888609027367,-0.11184269113078926,2.370240879146441
1.959,0.14121242088322639,0.003133827236755593,0.43642822372615253,0.06394476151432782,-0.11655573983853706,2.3417854647173124
1.967,0.14184975016130164,0.002779878847904982,0.43679426088049933,0.0617812121149961,-0.12083322878378588,2.3139662458220664
1.975,0.14245687308820099,0.002440417277030704,0.4371785872416085,0.05964324429561918,-0.12566726669905837,2.28621535670304
1.983,0.14304291286704096,0.00210779639446379,0.4375763383988023,0.05742210310164397,-0.13041558213252902,2.258482292578674
1.991,0.1436212882068908,0.001777651840665584,0.4379673017891452,0.05514440266560827,-0.13519141491772135,2.230799157509815
1.999,0.14418805652965627,0.0014528398512396734,0.4383571719114485,0.052822251284772026,-0.1399675961101705,2.2023384006398166
2.007,0.14449613852946985,0.0012519501310261916,0.43874765749329026,0.050602463256806285,-0.1447712959251044,2.1749714715985577
2.015,0.14429180766755145,0.0012960706106266429,0.4391406245253302,0.04860074436538442,-0.1495253485883552,2.1487042917685146
2.023,0.1439379209824425,0.0014101704852045316,0.43953536210481214,0.04654915613291122,-0.1542903807874394,2.122942681411229
2.031,0.14362810315807373,0.0015014630230361092,0.4399313564615719,0.044324399751149546,-0.15907787153932595,2.0973883307896726
2.039,0.14339235355826396,0.0015561557679770743,0.4403284666520566,0.04192851321723756,-0.1638850721158409,2.0719194892126174
2.047,0.14319171503307881,0.001593570767476571,0.44072659506702916,0.039409680013026804,-0.16870587305819118,2.046487968444498
2.055,0.1429867537758991,0.0016330993760895751,0.4411256689672918,0.03680989458719486,-0.17353438152944367,2.0210736125264175
2.063,0.14276013033444457,0.0016833829048419346,0.4415255998689016,0.034151036049290706,-0.17836854188167184,1.995667702863778
2.071,0.14251190662023916,0.0017446304438664129,0.44192628792401756,0.0314405016964554,-0.18320779171159085,1.9702661960494305
2.079,0.14224847052586043,0.0018139817441396033,0.44232763067142944,0.02868050649049403,-0.1880520733493123,1.9448671373301822
2.087,0.1419754008718188,0.001888949226731107,0.442729534077408,0.025873537574944816,-0.19290117830417408,1.9194696012630663
2.095,0.14169550805985764,0.001968358537208559,0.4431319155182969,0.023023635748498972,-0.19775468654195105,1.8940731674123006
2.103,0.14137402463662596,0.0020689595750189582,0.443534729661331,0.020154723597352042,-0.20261504616260329,1.8691924041011658
2.111,0.140582373801732,0.002396289331577428,0.44393991374101827,0.01751849118053128,-0.20742323859488643,1.8462500904877954
2.1189999999999998,0.13949761483485723,0.0028646938058090043,0.4443477552300301,0.014951302406826183,-0.2122055170867272,1.8232886464022444
2.127,0.13838707782867488,0.003345839032514064,0.4447571499833618,0.012267375023546467,-0.21700921873012824,1.800312138512811
2.135,0.13734225487718277,0.0037962323844968893,0.4451677683141826,0.009420085583769389,-0.221830497562145,1.7773276631330637
2.143,0.1363486600970445,0.004223299604769082,0.4455794246909832,0.006440043877558477,-0.22666570411027287,1.7543404425469218
2.151,0.13536623667643433,0.004646640654081047,0.4459920319385269,0.003370784705598151,-0.2315091892201968,1.7313535177761787
2.159,0.1343692132184282,0.005078888082406863,0.446405506780132,0.00024642161923127404,-0.23635813293291985,1.708368034880249
2.167,0.13335108923534555,0.005523374553456861,0.44681974969369076,-0.002940590423009315,-0.24121142508541205,1.6853841211421754
2.175,0.13231602650079388,0.005978268491794836,0.44723466072107687,-0.006165760769280215,-0.24606902547207277,1.6624014998273298
2.183,0.13126979615019696,0.006440956983379209,0.4476501404018638,-0.009435077000846892,-0.2509310096678341,1.639419869765546
2.191,0.13023343815678157,0.006902810506997703,0.4480887765870305,-0.012680363561732744,-0.25674038821227807,1.6166191447251288
2.199,0.12912448677048793,0.007405056777226804,0.44850093460894236,-0.0157740340506618,-0.26214076307387835,1.5936986565490807
2.207,0.127789037561441,0.008010436950037558,0.4489084432669861,-0.018877297019232575,-0.26774168606964555,1.5722063114689968
2.215,0.1260025737025421,0.008795354328727356,0.44932243897667146,-0.02160425170480762,-0.27240169718333096,1.5513691010459718
2.223,0.12416151753105975,0.009616035397025158,0.44975000750460836,-0.024508916032317085,-0.27747138324133847,1.5306149890008482
2.231,0.12239270251000622,0.010405150970149712,0.45018921629366915,-0.02760983109360593,-0.28228613925891644,1.5099069477013254
2.239,0.12069268162004843,0.011163436087286094,0.4506325331975667,-0.030869743012227335,-0.2870526257820831,1.4891943583703275
2.247,0.11901734204835801,0.01191221365305939,0.45107546241847185,-0.03424663455551835,-0.2918127338990564,1.4684664799192388
2.255,0.1173315405868065,0.012668800856666884,0.45151865282316717,-0.03769851604141072,-0.296586416409399,1.4477369030501857
2.263,0.11562227497447974,0.013439711451677994,0.4519623578142449,-0.04120947264375774,-0.30136301871365667,1.4270070004618356
2.271,0.11389173406401465,0.014224123963303192,0.45240644448637735,-0.04477327786824192,-0.30614530779203886,1.406277845373812
2.279,0.11214660965043688,0.015019030047427329,0.4528508197107026,-0.04838778347913886,-0.31093223381350477,1.3855494861678457
2.287,0.11039202113804425,0.01582215492388528,0.45329538896983923,-0.052049900676216954,-0.31572379329631595,1.3648219081124955
2.295,0.10863035485367956,0.016632512832958746,0.45374006993154836,-0.055755193416227034,-0.32051948214707604,1.3440950635273738
2.303,0.1068520965698001,0.01745486167309096,0.45418467610948277,-0.05949210975361163,-0.3253132976646258,1.3235672475766789
2.311,0.10471603522354567,0.018452561460847505,0.4546307460775365,-0.06307866743426294,-0.3299470360687753,1.304972411215716
2.319,0.10229789765667352,0.01958955997515055,0.4550783294711671,-0.06659002090375266,-0.3345694994784765,1.2863745752860742
2.327,0.09983325076624094,0.02075298707759199,0.4555264605708995,-0.0701798430727627,-0.3392042899375429,1.2677634403479265
2.335,0.09741492832861542,0.02189863575212847,0.45597504949900003,-0.07389558873339697,-0.3438510774870984,1.2491454478024862
2.343,0.09504087203797784,0.02302775811934854,0.45642392695518286,-0.07771897520024185,-0.3485090448402923,1.230525195637827
2.351,0.09268059820167007,0.024155169155709366,0.4568729894337844,-0.08161754612215377,-0.35317396833917947,1.2119049108787339
2.359,0.09031155095076482,0.02529183528961365,0.4573221399278795,-0.08556819588993791,-0.35784361770240825,1.1932854400757629
2.367,0.08792638101092276,0.02644140631982239,0.4577712890356773,-0.0895601626043745,-0.36251695893763713,1.174666873403953
2.375,0.0855270375193884,0.027603057306020418,0.45822035145152196,-0.09358961725149362,-0.3671937262501892,1.1560490567407582
2.383,0.08311784449894422,0.028774809204146656,0.45866924806268017,-0.09765454753315295,-0.37187378237862223,1.1374318298427815
2.391,0.08070197395379441,0.02995521932717793,0.45911790711777467,-0.10175243620678787,-0.37655690599716607,1.118815087419045
2.399,0.07828089553345041,0.031143646002729675,0.45956626433348724,-0.1058800414301122,-0.3812427850037894,1.1001987636005337
2.407,0.07568962026278658,0.032419079449798716,0.46001493001559,-0.10995146832278158,-0.3857980987721472,1.083013960475573
2.415,0.07275260972305642,0.0338662680110593,0.46046530543238173,-0.11389726836104819,-0.3902403603214184,1.0663989430984193
2.423,0.06970754655000189,0.03537143872768134,0.46091577809554973,-0.11786346140369419,-0.39471177493793785,1.0497674729600073
2.431,0.06668425084556251,0.036872573351168114,0.4613663374147414,-0.12192448170235659,-0.3991866691608461,1.0331276740997142
2.439,0.06370654018170807,0.03835834252538195,0.461816777665188,-0.12608005148587376,-0.4036726917719049,1.0164847060564286
2.447,0.060665798834333096,0.03983385023094055,0.4624177240640073,-0.1294472053063136,-0.4094362068792714,1.0201881963305492
2.455,0.05616673992617205,0.04126535343371884,0.46425770945330314,-0.15019433918221248,-0.42462149148089434,1.0778254238711646
2.463,0.05148545864002774,0.04245239946894497,0.46672923195918425,-0.17221560786688928,-0.43505168172976827,1.1534097558971057
2.471,0.04758418526921471,0.04373833102618008,0.4684576573720012,-0.1861653059968007,-0.43830375122039644,1.2108187844500726
2.479,0.043723365523109514,0.045401046815442214,0.4689933616297255,-0.18926480397283862,-0.4424906970840139,1.2238486821692618
2.487,0.04045736539190958,0.04702394814804389,0.4685713004997476,-0.18512018660589957,-0.4461035387578951,1.2075400668788632
2.495,0.03804978030990025,0.04829585148165627,0.46797600252724525,-0.1801675381221739,-0.45069875300342854,1.1837474348561194
2.503,0.03605000102146416,0.0492526935546298,0.4677990701213188,-0.17906884784057686,-0.4565188980145587,1.1716734434498743
2.511,0.03360730258946898,0.050233163569646244,0.46819406853270085,-0.18262461038987032,-0.46231201519145504,1.1791727737901958
2.519,0.03056490560613856,0.0513837991475512,0.46897408081534575,-0.1889844092840529,-0.467902144437887,1.1997713768427944
2.527,0.02710518557873076,0.052731661231153026,0.4698248868195165,-0.1955481726527153,-0.4731038485647252,1.2230278002572819
2.535,0.02346756581106657,0.05422832051429616,0.470506781519509,-0.20048712951402647,-0.4779256424878211,1.240994668720762
2.543,0.01988480858687769,0.055766019561672486,0.4709524644170102,-0.2034662823734812,-0.4825227419348126,1.2514094721378717
2.551,0.016499563825635555,0.05724602344298635,0.4712450475677761,-0.20530543848565364,-0.48715312014308854,1.2566806285004004
2.559,0.013310884269658096,0.05863339206432894,0.47152184868138924,-0.20712047923706534,-0.4919884323610999,1.2609663617924909
2.567,0.010214400334882079,0.05995593511621333,0.4718825840238585,-0.20963407051440042,-0.49702594279803325,1.2674548981974336
2.575,0.007093582967608647,0.061266979354189566,0.4723513519082916,-0.21295212419879972,-0.5021578077144175,1.2770799549541207
2.583,0.003884765268504786,0.0626086274292188,0.47289143331149486,-0.21673353612726087,-0.507269759483786,1.2888421577229003
